# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2024-08-22T00:00:00.0,
# Date end (ISO 8601): 2025-12-23T00:00:00.0,
# Latitude (positive North,ISO 19115): 53.6985
# Longitude (positive East,ISO 19115): -6.2080
# Altitude (m): 0.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2025-12-24,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2025-10-23T21:00:00.0/2025-10-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T22:00:00.0/2025-10-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T23:00:00.0/2025-10-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T00:00:00.0/2025-10-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T01:00:00.0/2025-10-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T02:00:00.0/2025-10-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T03:00:00.0/2025-10-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T04:00:00.0/2025-10-24T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T05:00:00.0/2025-10-24T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T06:00:00.0/2025-10-24T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T07:00:00.0/2025-10-24T08:00:00.0;53.6307;21.3567;6.8454;14.5113;89.3423;2.4510;0.0000;2.4510;0.0000;0.6333,
2025-10-24T08:00:00.0/2025-10-24T09:00:00.0;230.4341;131.1715;78.3241;52.8475;450.8648;22.3808;0.0000;22.3808;0.0000;0.8417,
2025-10-24T09:00:00.0/2025-10-24T10:00:00.0;382.6807;250.5937;178.5161;72.0776;639.1499;118.3993;49.3723;69.0270;166.1490;1.0000,
2025-10-24T10:00:00.0/2025-10-24T11:00:00.0;493.2301;341.5891;257.9664;83.6226;719.5847;216.9009;58.8685;158.0323;160.1208;1.0000,
2025-10-24T11:00:00.0/2025-10-24T12:00:00.0;554.5294;392.8374;302.7030;90.1344;751.7757;265.8789;107.4910;158.3879;271.1487;1.0000,
2025-10-24T12:00:00.0/2025-10-24T13:00:00.0;562.3833;399.8974;310.7078;89.1895;760.9854;276.2738;117.2399;159.0339;287.6404;1.0000,
2025-10-24T13:00:00.0/2025-10-24T14:00:00.0;516.2408;362.0371;281.0014;81.0357;749.4131;302.5961;184.7222;117.8739;500.9160;1.0000,
2025-10-24T14:00:00.0/2025-10-24T15:00:00.0;419.2322;282.1290;213.2437;68.8853;698.7960;281.6614;212.3960;69.2654;695.5345;1.0000,
2025-10-24T15:00:00.0/2025-10-24T16:00:00.0;277.9553;168.7632;115.9154;52.8478;564.5200;153.4581;88.8420;64.6162;450.3321;1.0000,
2025-10-24T16:00:00.0/2025-10-24T17:00:00.0;102.0250;46.9179;23.1275;23.7904;236.7063;46.9179;23.1275;23.7904;236.7063;0.9083,
2025-10-24T17:00:00.0/2025-10-24T18:00:00.0;0.0624;0.0139;0.0024;0.0114;0.0000;0.0139;0.0024;0.0114;0.0000;0.9833,
2025-10-24T18:00:00.0/2025-10-24T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T19:00:00.0/2025-10-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T20:00:00.0/2025-10-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T21:00:00.0/2025-10-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T22:00:00.0/2025-10-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-24T23:00:00.0/2025-10-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T00:00:00.0/2025-10-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T01:00:00.0/2025-10-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T02:00:00.0/2025-10-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T03:00:00.0/2025-10-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T04:00:00.0/2025-10-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T05:00:00.0/2025-10-25T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T06:00:00.0/2025-10-25T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T07:00:00.0/2025-10-25T08:00:00.0;48.9102;20.8967;9.2468;11.6499;132.6511;20.8967;9.2468;11.6499;132.6511;0.6500,
2025-10-25T08:00:00.0/2025-10-25T09:00:00.0;223.7614;132.7763;90.0575;42.7188;537.9962;132.7763;90.0575;42.7188;537.9962;0.8417,
2025-10-25T09:00:00.0/2025-10-25T10:00:00.0;375.8215;253.3313;194.4786;58.8527;710.0194;253.3313;194.4786;58.8527;710.0194;1.0000,
2025-10-25T10:00:00.0/2025-10-25T11:00:00.0;486.1986;344.7838;276.3223;68.4615;782.4902;334.2998;251.6876;82.6122;716.9941;1.0000,
2025-10-25T11:00:00.0/2025-10-25T12:00:00.0;547.3516;395.9562;321.9919;73.9644;810.6202;388.5303;306.7069;81.8234;771.3924;1.0000,
2025-10-25T12:00:00.0/2025-10-25T13:00:00.0;555.0959;401.6142;326.2695;75.3446;809.9719;362.3372;257.3530;104.9843;637.3953;1.0000,
2025-10-25T13:00:00.0/2025-10-25T14:00:00.0;508.8882;361.3011;288.7794;72.5217;781.5070;245.7764;89.7379;156.0385;240.7933;1.0000,
2025-10-25T14:00:00.0/2025-10-25T15:00:00.0;411.8634;279.1421;213.5745;65.5676;712.2774;52.1387;2.2423;49.8964;6.6999;1.0000,
2025-10-25T15:00:00.0/2025-10-25T16:00:00.0;270.6205;166.0064;115.5266;50.4799;579.4303;116.6628;42.7240;73.9388;253.1478;1.0000,
2025-10-25T16:00:00.0/2025-10-25T17:00:00.0;94.7746;45.0274;23.8901;21.1374;259.4038;42.8900;18.2369;24.6531;188.2696;0.9167,
2025-10-25T17:00:00.0/2025-10-25T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T18:00:00.0/2025-10-25T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T19:00:00.0/2025-10-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T20:00:00.0/2025-10-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T21:00:00.0/2025-10-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T22:00:00.0/2025-10-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-25T23:00:00.0/2025-10-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T00:00:00.0/2025-10-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T01:00:00.0/2025-10-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T02:00:00.0/2025-10-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T03:00:00.0/2025-10-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T04:00:00.0/2025-10-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T05:00:00.0/2025-10-26T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T06:00:00.0/2025-10-26T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T07:00:00.0/2025-10-26T08:00:00.0;44.4081;16.8256;5.5276;11.2980;81.3751;2.0809;0.0000;2.0809;0.0000;0.6667,
2025-10-26T08:00:00.0/2025-10-26T09:00:00.0;217.1033;117.2232;68.4214;48.8018;417.7018;13.1570;0.0000;13.1570;0.0000;0.8417,
2025-10-26T09:00:00.0/2025-10-26T10:00:00.0;368.9801;231.3656;161.8256;69.5400;600.9240;22.1268;0.0000;22.1268;0.0000;1.0000,
2025-10-26T10:00:00.0/2025-10-26T11:00:00.0;479.1909;319.8245;240.2226;79.6020;690.2896;51.8843;0.0001;51.8842;0.0003;1.0000,
2025-10-26T11:00:00.0/2025-10-26T12:00:00.0;540.2065;369.4516;285.8027;83.6488;729.3602;74.3379;0.0006;74.3373;0.0016;1.0000,
2025-10-26T12:00:00.0/2025-10-26T13:00:00.0;547.8521;376.7934;295.9724;80.8210;744.9344;118.8863;0.7201;118.1662;1.8244;1.0000,
2025-10-26T13:00:00.0/2025-10-26T14:00:00.0;501.5912;341.2986;269.3797;71.9189;740.2618;168.5813;9.1149;159.4665;25.2442;1.0000,
2025-10-26T14:00:00.0/2025-10-26T15:00:00.0;404.5627;264.9882;205.2021;59.7860;697.7371;154.7793;21.3329;133.4464;77.2037;1.0000,
2025-10-26T15:00:00.0/2025-10-26T16:00:00.0;263.3661;156.1132;108.8408;47.2724;558.1464;108.0649;8.9533;99.1116;45.6204;1.0000,
2025-10-26T16:00:00.0/2025-10-26T17:00:00.0;87.8066;39.2323;18.2743;20.9580;198.4968;33.9625;6.2560;27.7065;89.5092;0.9250,
2025-10-26T17:00:00.0/2025-10-26T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T18:00:00.0/2025-10-26T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T19:00:00.0/2025-10-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T20:00:00.0/2025-10-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T21:00:00.0/2025-10-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T22:00:00.0/2025-10-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-26T23:00:00.0/2025-10-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T00:00:00.0/2025-10-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T01:00:00.0/2025-10-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T02:00:00.0/2025-10-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T03:00:00.0/2025-10-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T04:00:00.0/2025-10-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T05:00:00.0/2025-10-27T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T06:00:00.0/2025-10-27T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T07:00:00.0/2025-10-27T08:00:00.0;40.1255;15.9092;5.8618;10.0474;90.5336;2.0611;0.0000;2.0611;0.0000;0.6833,
2025-10-27T08:00:00.0/2025-10-27T09:00:00.0;210.4624;118.9822;75.8473;43.1350;478.4108;31.2366;0.0880;31.1486;0.4969;0.8417,
2025-10-27T09:00:00.0/2025-10-27T10:00:00.0;362.1593;233.1377;168.4976;64.6401;639.7115;125.3693;24.1874;101.1819;85.5474;1.0000,
2025-10-27T10:00:00.0/2025-10-27T11:00:00.0;472.2102;317.4764;232.0223;85.4542;677.6048;207.2726;83.0912;124.1814;246.8163;1.0000,
2025-10-27T11:00:00.0/2025-10-27T12:00:00.0;533.0975;362.7961;261.3427;101.4533;676.3883;82.3494;0.1580;82.1914;0.4002;1.0000,
2025-10-27T12:00:00.0/2025-10-27T13:00:00.0;540.6552;367.5182;264.7854;102.7328;675.6866;88.5787;0.0689;88.5098;0.1742;1.0000,
2025-10-27T13:00:00.0/2025-10-27T14:00:00.0;494.3532;331.4765;242.1567;89.3199;675.5820;134.6184;4.1161;130.5024;12.1929;1.0000,
2025-10-27T14:00:00.0/2025-10-27T15:00:00.0;397.3336;255.3778;184.6708;70.7071;639.6650;98.8022;1.8779;96.9243;5.8382;1.0000,
2025-10-27T15:00:00.0/2025-10-27T16:00:00.0;256.1954;147.8684;97.7169;50.1515;515.6628;94.8528;31.8677;62.9851;204.7317;1.0000,
2025-10-27T16:00:00.0/2025-10-27T17:00:00.0;81.1779;35.0901;16.2149;18.8752;185.7364;34.5977;15.2620;19.3357;163.5049;0.9417,
2025-10-27T17:00:00.0/2025-10-27T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T18:00:00.0/2025-10-27T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T19:00:00.0/2025-10-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T20:00:00.0/2025-10-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T21:00:00.0/2025-10-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T22:00:00.0/2025-10-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-27T23:00:00.0/2025-10-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T00:00:00.0/2025-10-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T01:00:00.0/2025-10-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T02:00:00.0/2025-10-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T03:00:00.0/2025-10-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T04:00:00.0/2025-10-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T05:00:00.0/2025-10-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T06:00:00.0/2025-10-28T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T07:00:00.0/2025-10-28T08:00:00.0;36.0633;14.1939;5.0676;9.1263;82.1301;14.1939;5.0676;9.1263;82.1301;0.7000,
2025-10-28T08:00:00.0/2025-10-28T09:00:00.0;203.8413;116.1780;74.1000;42.0781;481.1092;116.1780;74.1000;42.0781;481.1092;0.8417,
2025-10-28T09:00:00.0/2025-10-28T10:00:00.0;355.3619;233.7479;173.8524;59.8955;671.7920;233.7479;173.8524;59.8955;671.7920;1.0000,
2025-10-28T10:00:00.0/2025-10-28T11:00:00.0;465.2597;322.8344;252.0606;70.7738;747.0356;310.7350;232.0458;78.6892;691.5252;1.0000,
2025-10-28T11:00:00.0/2025-10-28T12:00:00.0;526.0278;372.1841;294.7206;77.4635;773.2747;281.8553;140.5238;141.3315;366.4513;1.0000,
2025-10-28T12:00:00.0/2025-10-28T13:00:00.0;533.5087;377.7806;298.9191;78.8616;773.3303;331.5828;220.0974;111.4854;570.5986;1.0000,
2025-10-28T13:00:00.0/2025-10-28T14:00:00.0;487.1780;339.0947;264.2950;74.7998;748.2783;240.4226;112.7616;127.6610;308.5634;1.0000,
2025-10-28T14:00:00.0/2025-10-28T15:00:00.0;390.1798;259.0018;192.7936;66.2082;679.4974;139.5514;16.5929;122.9584;53.9830;1.0000,
2025-10-28T15:00:00.0/2025-10-28T16:00:00.0;249.1120;147.4544;97.0413;50.4131;525.6412;103.5821;25.5235;78.0586;165.7664;1.0000,
2025-10-28T16:00:00.0/2025-10-28T17:00:00.0;74.8828;32.8862;14.4430;18.4431;170.1683;32.8862;14.4430;18.4431;170.1683;0.9583,
2025-10-28T17:00:00.0/2025-10-28T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T18:00:00.0/2025-10-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T19:00:00.0/2025-10-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T20:00:00.0/2025-10-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T21:00:00.0/2025-10-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T22:00:00.0/2025-10-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-28T23:00:00.0/2025-10-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T00:00:00.0/2025-10-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T01:00:00.0/2025-10-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T02:00:00.0/2025-10-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T03:00:00.0/2025-10-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T04:00:00.0/2025-10-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T05:00:00.0/2025-10-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T06:00:00.0/2025-10-29T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T07:00:00.0/2025-10-29T08:00:00.0;32.2222;12.6107;4.4784;8.1323;76.9975;12.6107;4.4784;8.1323;76.9975;0.7167,
2025-10-29T08:00:00.0/2025-10-29T09:00:00.0;197.2424;112.0096;70.7930;41.2166;474.6271;112.0096;70.7930;41.2166;474.6271;0.7167,
2025-10-29T09:00:00.0/2025-10-29T10:00:00.0;348.5908;229.6422;170.1535;59.4887;670.1445;229.6422;170.1535;59.4887;670.1445;1.0000,
2025-10-29T10:00:00.0/2025-10-29T11:00:00.0;458.3425;320.2635;251.2988;68.9648;756.2589;320.2635;251.2988;68.9648;756.2589;1.0000,
2025-10-29T11:00:00.0/2025-10-29T12:00:00.0;519.0007;371.2458;297.4783;73.7676;791.4417;371.2458;297.4783;73.7676;791.4417;1.0000,
2025-10-29T12:00:00.0/2025-10-29T13:00:00.0;526.4161;377.5933;304.4453;73.1479;798.6728;375.7563;301.6969;74.0594;791.3268;1.0000,
2025-10-29T13:00:00.0/2025-10-29T14:00:00.0;480.0690;338.7594;271.6627;67.0968;781.0589;328.3832;255.3178;73.0654;732.9187;1.0000,
2025-10-29T14:00:00.0/2025-10-29T15:00:00.0;383.1047;258.4745;201.1204;57.3542;722.7535;220.9847;136.2373;84.7474;497.2912;1.0000,
2025-10-29T15:00:00.0/2025-10-29T16:00:00.0;242.1191;146.7916;104.4516;42.3400;584.3599;106.1981;44.7318;61.4663;281.7624;1.0000,
2025-10-29T16:00:00.0/2025-10-29T17:00:00.0;68.9149;31.6425;16.8032;14.8394;214.7597;31.6425;16.8032;14.8394;214.7597;0.9750,
2025-10-29T17:00:00.0/2025-10-29T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T18:00:00.0/2025-10-29T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T19:00:00.0/2025-10-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T20:00:00.0/2025-10-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T21:00:00.0/2025-10-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T22:00:00.0/2025-10-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-29T23:00:00.0/2025-10-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-30T00:00:00.0/2025-10-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-30T01:00:00.0/2025-10-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-30T02:00:00.0/2025-10-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-30T03:00:00.0/2025-10-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-30T04:00:00.0/2025-10-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-30T05:00:00.0/2025-10-30T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-30T06:00:00.0/2025-10-30T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-30T07:00:00.0/2025-10-30T08:00:00.0;28.6025;10.1548;2.8849;7.2699;52.1081;1.1686;0.0000;1.1686;0.0000;0.7333,
2025-10-30T08:00:00.0/2025-10-30T09:00:00.0;190.6682;98.3608;52.6900;45.6709;363.9359;11.0135;0.0000;11.0135;0.0000;0.7167,
2025-10-30T09:00:00.0/2025-10-30T10:00:00.0;341.8488;207.9009;134.9986;72.9023;541.3907;20.3252;0.0000;20.3252;0.0000;1.0000,
