# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2024-08-22T00:00:00.0,
# Date end (ISO 8601): 2025-12-23T00:00:00.0,
# Latitude (positive North,ISO 19115): 53.6985
# Longitude (positive East,ISO 19115): -6.2080
# Altitude (m): 0.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2025-12-24,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2025-10-17T08:00:00.0/2025-10-17T09:00:00.0;277.3397;160.2151;97.9338;62.2814;472.8449;15.9238;0.0000;15.9238;0.0000;0.9667,
2025-10-17T09:00:00.0/2025-10-17T10:00:00.0;430.9534;283.2433;200.1667;83.0767;634.4529;97.2410;43.4118;53.8292;123.4718;1.0000,
2025-10-17T10:00:00.0/2025-10-17T11:00:00.0;542.8589;377.3286;282.6125;94.7161;713.5514;376.7161;281.5803;95.1357;711.1163;1.0000,
2025-10-17T11:00:00.0/2025-10-17T12:00:00.0;605.4081;430.8580;330.9635;99.8945;749.9885;286.5772;99.8914;186.6858;229.1096;1.0000,
2025-10-17T12:00:00.0/2025-10-17T13:00:00.0;614.3179;437.9762;336.1036;101.8726;750.6606;238.4608;35.1371;203.3237;78.2187;1.0000,
2025-10-17T13:00:00.0/2025-10-17T14:00:00.0;568.9634;397.9880;297.3531;100.6349;716.5792;316.5579;166.3250;150.2329;408.8546;1.0000,
2025-10-17T14:00:00.0/2025-10-17T15:00:00.0;472.4191;315.1904;222.4210;92.7694;643.9606;259.3866;138.6463;120.7403;397.9175;1.0000,
2025-10-17T15:00:00.0/2025-10-17T16:00:00.0;331.2501;199.7869;125.9022;73.8847;514.7363;145.4096;43.1881;102.2215;180.9191;1.0000,
2025-10-17T16:00:00.0/2025-10-17T17:00:00.0;155.0632;73.5646;34.4549;39.1097;270.8920;64.8295;15.5469;49.2826;130.1262;1.0000,
2025-10-17T17:00:00.0/2025-10-17T18:00:00.0;8.3898;2.3745;0.2997;2.0748;8.3813;2.3745;0.2997;2.0748;8.3813;0.8833,
2025-10-17T18:00:00.0/2025-10-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-17T19:00:00.0/2025-10-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-17T20:00:00.0/2025-10-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-17T21:00:00.0/2025-10-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-17T22:00:00.0/2025-10-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-17T23:00:00.0/2025-10-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T00:00:00.0/2025-10-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T01:00:00.0/2025-10-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T02:00:00.0/2025-10-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T03:00:00.0/2025-10-18T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T04:00:00.0/2025-10-18T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T05:00:00.0/2025-10-18T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T06:00:00.0/2025-10-18T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T07:00:00.0/2025-10-18T08:00:00.0;86.4145;32.9526;8.8223;24.1303;92.4913;3.9924;0.0000;3.9924;0.0000;0.5417,
2025-10-18T08:00:00.0/2025-10-18T09:00:00.0;270.6350;143.0507;68.8343;74.2164;338.4475;14.7611;0.0000;14.7611;0.0000;0.9667,
2025-10-18T09:00:00.0/2025-10-18T10:00:00.0;424.0489;262.4598;161.1275;101.3323;517.2638;94.2638;1.6462;92.6176;5.0150;1.0000,
2025-10-18T10:00:00.0/2025-10-18T11:00:00.0;535.7466;359.6700;254.9303;104.7397;651.7793;146.4544;2.4233;144.0312;6.5448;1.0000,
2025-10-18T11:00:00.0/2025-10-18T12:00:00.0;598.0946;417.7619;321.5455;96.2163;737.7214;110.1949;0.0886;110.1063;0.2051;1.0000,
2025-10-18T12:00:00.0/2025-10-18T13:00:00.0;606.8240;426.8799;337.4120;89.4679;763.3121;70.8581;0.0012;70.8569;0.0027;1.0000,
2025-10-18T13:00:00.0/2025-10-18T14:00:00.0;561.3221;386.6266;298.7361;87.8905;730.1346;151.9882;5.2951;146.6931;12.8200;1.0000,
2025-10-18T14:00:00.0/2025-10-18T15:00:00.0;464.6742;304.9415;224.0035;80.9380;659.8011;100.8196;0.0872;100.7324;0.2430;1.0000,
2025-10-18T15:00:00.0/2025-10-18T16:00:00.0;323.4523;191.9935;126.8658;65.1278;531.4142;81.2567;0.3182;80.9385;1.6164;1.0000,
2025-10-18T16:00:00.0/2025-10-18T17:00:00.0;147.2671;68.4782;33.6363;34.8420;274.6840;51.8737;7.8146;44.0591;92.9351;1.0000,
2025-10-18T17:00:00.0/2025-10-18T18:00:00.0;6.2802;1.6832;0.1758;1.5074;5.4621;1.6832;0.1758;1.5074;5.4621;0.9083,
2025-10-18T18:00:00.0/2025-10-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T19:00:00.0/2025-10-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T20:00:00.0/2025-10-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T21:00:00.0/2025-10-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T22:00:00.0/2025-10-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-18T23:00:00.0/2025-10-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T00:00:00.0/2025-10-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T01:00:00.0/2025-10-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T02:00:00.0/2025-10-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T03:00:00.0/2025-10-19T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T04:00:00.0/2025-10-19T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T05:00:00.0/2025-10-19T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T06:00:00.0/2025-10-19T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T07:00:00.0/2025-10-19T08:00:00.0;80.4492;33.1456;15.0523;18.0932;167.7630;4.0607;0.0000;4.0607;0.0000;0.5500,
2025-10-19T08:00:00.0/2025-10-19T09:00:00.0;263.9276;149.4459;103.0102;46.4358;522.9116;15.5639;0.0000;15.5639;0.0000;0.9667,
2025-10-19T09:00:00.0/2025-10-19T10:00:00.0;417.1427;267.8261;209.7912;58.0349;688.0453;22.1770;0.0000;22.1770;0.0000;1.0000,
2025-10-19T10:00:00.0/2025-10-19T11:00:00.0;528.6369;358.8495;293.9428;64.9068;763.0269;26.4305;0.0000;26.4305;0.0000;1.0000,
2025-10-19T11:00:00.0/2025-10-19T12:00:00.0;590.7908;412.1055;344.0917;68.0138;799.9077;41.6200;0.0000;41.6200;0.0000;1.0000,
2025-10-19T12:00:00.0/2025-10-19T13:00:00.0;599.3492;421.4205;353.2304;68.1900;809.5524;59.6298;0.0000;59.6298;0.0000;1.0000,
2025-10-19T13:00:00.0/2025-10-19T14:00:00.0;553.7115;385.5321;319.9173;65.6148;793.3284;93.5602;0.1027;93.4575;0.2610;1.0000,
2025-10-19T14:00:00.0/2025-10-19T15:00:00.0;456.9722;307.8059;247.9558;59.8501;743.7949;116.5436;24.3666;92.1770;81.4663;1.0000,
2025-10-19T15:00:00.0/2025-10-19T16:00:00.0;315.7100;196.1225;146.4407;49.6818;630.1277;192.1312;139.7044;52.4268;606.0223;1.0000,
2025-10-19T16:00:00.0/2025-10-19T17:00:00.0;139.5382;69.4556;40.9679;28.4877;354.8266;69.4556;40.9679;28.4877;354.8266;1.0000,
2025-10-19T17:00:00.0/2025-10-19T18:00:00.0;4.5186;1.2543;0.1790;1.0754;5.7819;1.2543;0.1790;1.0754;5.7819;0.9250,
2025-10-19T18:00:00.0/2025-10-19T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T19:00:00.0/2025-10-19T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T20:00:00.0/2025-10-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T21:00:00.0/2025-10-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T22:00:00.0/2025-10-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-19T23:00:00.0/2025-10-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T00:00:00.0/2025-10-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T01:00:00.0/2025-10-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T02:00:00.0/2025-10-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T03:00:00.0/2025-10-20T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T04:00:00.0/2025-10-20T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T05:00:00.0/2025-10-20T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T06:00:00.0/2025-10-20T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T07:00:00.0/2025-10-20T08:00:00.0;74.6634;31.4186;13.2186;18.2000;150.9084;3.9667;0.0000;3.9667;0.0000;0.5667,
2025-10-20T08:00:00.0/2025-10-20T09:00:00.0;257.2199;148.3033;97.1933;51.1100;506.1953;15.9368;0.0000;15.9368;0.0000;0.9667,
2025-10-20T09:00:00.0/2025-10-20T10:00:00.0;410.2375;266.8800;199.2147;67.6653;664.7128;22.0650;0.0000;22.0650;0.0000;1.0000,
2025-10-20T10:00:00.0/2025-10-20T11:00:00.0;521.5326;356.9921;278.3656;78.6265;732.9240;74.5730;0.2425;74.3305;0.5968;1.0000,
2025-10-20T11:00:00.0/2025-10-20T12:00:00.0;583.4998;407.8899;322.4018;85.4881;759.3201;224.3498;27.6496;196.7002;64.8598;1.0000,
2025-10-20T12:00:00.0/2025-10-20T13:00:00.0;591.8971;414.7392;327.7357;87.0035;760.9842;315.9921;158.1786;157.8134;367.9606;1.0000,
2025-10-20T13:00:00.0/2025-10-20T14:00:00.0;546.1349;376.7851;293.7510;83.0340;738.8388;230.4306;60.4576;169.9729;147.5296;1.0000,
2025-10-20T14:00:00.0/2025-10-20T15:00:00.0;449.3167;297.2802;222.6745;74.6056;679.2643;93.8713;0.8915;92.9798;2.5782;1.0000,
2025-10-20T15:00:00.0/2025-10-20T16:00:00.0;308.0266;185.5762;126.0474;59.5287;554.8328;144.7828;64.3117;80.4711;312.6275;1.0000,
2025-10-20T16:00:00.0/2025-10-20T17:00:00.0;131.8801;62.2126;31.3951;30.8175;278.0714;62.2126;31.3951;30.8175;278.0714;1.0000,
2025-10-20T17:00:00.0/2025-10-20T18:00:00.0;3.0568;0.7940;0.0578;0.7362;1.2502;0.7940;0.0578;0.7362;1.2502;0.9500,
2025-10-20T18:00:00.0/2025-10-20T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T19:00:00.0/2025-10-20T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T20:00:00.0/2025-10-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T21:00:00.0/2025-10-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T22:00:00.0/2025-10-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-20T23:00:00.0/2025-10-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T00:00:00.0/2025-10-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T01:00:00.0/2025-10-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T02:00:00.0/2025-10-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T03:00:00.0/2025-10-21T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T04:00:00.0/2025-10-21T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T05:00:00.0/2025-10-21T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T06:00:00.0/2025-10-21T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T07:00:00.0/2025-10-21T08:00:00.0;69.0864;29.9608;14.6477;15.3131;179.1742;3.8243;0.0000;3.8243;0.0000;0.5833,
2025-10-21T08:00:00.0/2025-10-21T09:00:00.0;250.5143;146.8543;102.1442;44.7101;547.9156;15.5540;0.0000;15.5540;0.0000;0.9667,
2025-10-21T09:00:00.0/2025-10-21T10:00:00.0;403.3359;265.1548;203.9720;61.1828;693.0469;23.9155;0.0000;23.9155;0.0000;1.0000,
2025-10-21T10:00:00.0/2025-10-21T11:00:00.0;514.4368;354.4047;281.1703;73.2344;751.0574;65.7783;0.0029;65.7754;0.0073;1.0000,
2025-10-21T11:00:00.0/2025-10-21T12:00:00.0;576.2249;404.2844;322.5048;81.7797;769.6107;164.9130;5.0254;159.8875;11.8109;1.0000,
2025-10-21T12:00:00.0/2025-10-21T13:00:00.0;584.4709;412.2513;329.7612;82.4902;775.8854;254.5404;57.5299;197.0105;136.3221;1.0000,
2025-10-21T13:00:00.0/2025-10-21T14:00:00.0;538.5960;377.9413;302.5312;75.4101;772.2289;320.9896;213.1722;107.8174;547.7297;1.0000,
2025-10-21T14:00:00.0/2025-10-21T15:00:00.0;441.7114;301.3483;236.3875;64.9608;734.6183;228.5565;111.4738;117.0827;334.9638;1.0000,
2025-10-21T15:00:00.0/2025-10-21T16:00:00.0;300.4060;189.4597;138.9682;50.4915;628.7469;181.2129;125.7867;55.4262;579.5657;1.0000,
2025-10-21T16:00:00.0/2025-10-21T17:00:00.0;124.2963;62.4427;36.2155;26.2272;342.3919;61.3465;33.2571;28.0894;312.9583;1.0000,
2025-10-21T17:00:00.0/2025-10-21T18:00:00.0;1.8880;0.5013;0.0512;0.4501;0.0000;0.5013;0.0512;0.4501;0.0000;0.9583,
2025-10-21T18:00:00.0/2025-10-21T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T19:00:00.0/2025-10-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T20:00:00.0/2025-10-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T21:00:00.0/2025-10-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T22:00:00.0/2025-10-21T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-21T23:00:00.0/2025-10-22T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T00:00:00.0/2025-10-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T01:00:00.0/2025-10-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T02:00:00.0/2025-10-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T03:00:00.0/2025-10-22T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T04:00:00.0/2025-10-22T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T05:00:00.0/2025-10-22T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T06:00:00.0/2025-10-22T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T07:00:00.0/2025-10-22T08:00:00.0;63.7206;28.6246;14.7405;13.8841;189.5222;28.6246;14.7405;13.8841;189.5222;0.6000,
2025-10-22T08:00:00.0/2025-10-22T09:00:00.0;243.8131;146.7884;105.0974;41.6910;579.7500;146.7884;105.0974;41.6910;579.7500;0.8417,
2025-10-22T09:00:00.0/2025-10-22T10:00:00.0;396.4407;267.1438;211.7845;55.3594;732.2701;267.1438;211.7845;55.3594;732.2701;1.0000,
2025-10-22T10:00:00.0/2025-10-22T11:00:00.0;507.3523;358.5504;295.1234;63.4270;799.6787;358.5504;295.1234;63.4270;799.6787;1.0000,
2025-10-22T11:00:00.0/2025-10-22T12:00:00.0;568.9693;409.9066;341.9056;68.0009;826.7175;409.9066;341.9056;68.0009;826.7175;1.0000,
2025-10-22T12:00:00.0/2025-10-22T13:00:00.0;577.0743;416.0774;346.8869;69.1905;827.0312;416.0774;346.8869;69.1905;827.0312;1.0000,
2025-10-22T13:00:00.0/2025-10-22T14:00:00.0;531.0983;376.5504;309.6314;66.9191;801.6980;376.5504;309.6314;66.9191;801.6980;1.0000,
2025-10-22T14:00:00.0/2025-10-22T15:00:00.0;434.1598;295.1901;234.1020;61.0881;739.9102;295.1901;234.1020;61.0881;739.9102;1.0000,
2025-10-22T15:00:00.0/2025-10-22T16:00:00.0;292.8515;181.2891;131.4804;49.8087;609.1870;133.8518;70.0965;63.7553;311.9718;1.0000,
2025-10-22T16:00:00.0/2025-10-22T17:00:00.0;116.7903;56.1570;30.7654;25.3916;295.9370;56.1570;30.7654;25.3916;295.9370;1.0000,
2025-10-22T17:00:00.0/2025-10-22T18:00:00.0;1.0054;0.2469;0.0177;0.2293;0.0000;0.2469;0.0177;0.2293;0.0000;0.9750,
2025-10-22T18:00:00.0/2025-10-22T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T19:00:00.0/2025-10-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T20:00:00.0/2025-10-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T21:00:00.0/2025-10-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T22:00:00.0/2025-10-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-22T23:00:00.0/2025-10-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T00:00:00.0/2025-10-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T01:00:00.0/2025-10-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T02:00:00.0/2025-10-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T03:00:00.0/2025-10-23T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T04:00:00.0/2025-10-23T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T05:00:00.0/2025-10-23T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T06:00:00.0/2025-10-23T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T07:00:00.0/2025-10-23T08:00:00.0;58.5680;24.2259;9.9111;14.3148;128.8928;2.7617;0.0000;2.7617;0.0000;0.6167,
2025-10-23T08:00:00.0/2025-10-23T09:00:00.0;237.1188;136.7294;86.9095;49.8199;490.0394;37.8330;0.3549;37.4782;1.6128;0.8417,
2025-10-23T09:00:00.0/2025-10-23T10:00:00.0;389.5547;256.8990;187.7237;69.1753;660.0610;68.4376;0.3262;68.1114;1.3259;1.0000,
2025-10-23T10:00:00.0/2025-10-23T11:00:00.0;500.2824;349.7014;269.9975;79.7039;742.1221;98.6241;0.0336;98.5906;0.0887;1.0000,
2025-10-23T11:00:00.0/2025-10-23T12:00:00.0;561.7363;402.7961;317.4500;85.3461;777.8491;161.9487;4.8343;157.1143;11.6330;1.0000,
2025-10-23T12:00:00.0/2025-10-23T13:00:00.0;569.7106;410.9678;327.0929;83.8749;790.3945;242.7213;36.6093;206.1120;88.6944;1.0000,
2025-10-23T13:00:00.0/2025-10-23T14:00:00.0;523.6454;373.3301;297.5866;75.7434;782.0696;270.8099;78.8930;191.9170;210.9934;1.0000,
2025-10-23T14:00:00.0/2025-10-23T15:00:00.0;426.6655;293.1695;228.8528;64.3167;736.7861;230.3993;109.4125;120.9868;355.5833;1.0000,
2025-10-23T15:00:00.0/2025-10-23T16:00:00.0;285.3667;178.8093;128.6967;50.1126;611.6566;178.0862;128.0378;50.0484;609.0909;1.0000,
2025-10-23T16:00:00.0/2025-10-23T17:00:00.0;109.3654;52.8161;28.2243;24.5919;280.1425;52.8161;28.2243;24.5919;280.1425;1.0000,
2025-10-23T17:00:00.0/2025-10-23T18:00:00.0;0.3848;0.0907;0.0042;0.0865;0.0000;0.0907;0.0042;0.0865;0.0000;1.0000,
2025-10-23T18:00:00.0/2025-10-23T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T19:00:00.0/2025-10-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-10-23T20:00:00.0/2025-10-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
